"numéro de dossier","nom dossier","chambre","état de l'instruction","requérant(s)","mandataire(s) requérant(s)","défendeur(s)","mandataire(s) défendeur(s)","date évènement","mesure évènement","acteur évènement","qualité évènement","délais évènement"
"1809113","ASSOCIATION REGARDS CITOYENS / Monsieur CIOT Jean-David","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CIOT Jean-David","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809113","ASSOCIATION REGARDS CITOYENS / Monsieur CIOT Jean-David","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CIOT Jean-David","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809114","ASSOCIATION REGARDS CITOYENS / Monsieur CIOTTI Eric","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CIOTTI Eric","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809114","ASSOCIATION REGARDS CITOYENS / Monsieur CIOTTI Eric","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CIOTTI Eric","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809115","ASSOCIATION REGARDS CITOYENS / Monsieur CLAEYS Alain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CLAEYS Alain","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809115","ASSOCIATION REGARDS CITOYENS / Monsieur CLAEYS Alain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CLAEYS Alain","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809117","ASSOCIATION REGARDS CITOYENS / Monsieur CLAIREAUX Stéphane","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CLAIREAUX Stéphane","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809117","ASSOCIATION REGARDS CITOYENS / Monsieur CLAIREAUX Stéphane","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CLAIREAUX Stéphane","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809118","ASSOCIATION REGARDS CITOYENS / Monsieur CLEMENT Jean-Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CLEMENT Jean-Michel","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809118","ASSOCIATION REGARDS CITOYENS / Monsieur CLEMENT Jean-Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CLEMENT Jean-Michel","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809119","ASSOCIATION REGARDS CITOYENS / Madame CLERGEAU Marie-Françoise","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame CLERGEAU Marie-Françoise","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809119","ASSOCIATION REGARDS CITOYENS / Madame CLERGEAU Marie-Françoise","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame CLERGEAU Marie-Françoise","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809135","ASSOCIATION REGARDS CITOYENS / Monsieur COCHET Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COCHET Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809135","ASSOCIATION REGARDS CITOYENS / Monsieur COCHET Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COCHET Philippe","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809137","ASSOCIATION REGARDS CITOYENS / Monsieur COLAS Romain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COLAS Romain","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809137","ASSOCIATION REGARDS CITOYENS / Monsieur COLAS Romain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COLAS Romain","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809150","ASSOCIATION REGARDS CITOYENS / Monsieur COLLARD Gilbert","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COLLARD Gilbert","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809150","ASSOCIATION REGARDS CITOYENS / Monsieur COLLARD Gilbert","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COLLARD Gilbert","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809152","ASSOCIATION REGARDS CITOYENS / Monsieur COMET David","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COMET David","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809152","ASSOCIATION REGARDS CITOYENS / Monsieur COMET David","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COMET David","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809153","ASSOCIATION REGARDS CITOYENS / Monsieur COPE Jean-François","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COPE Jean-François","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809153","ASSOCIATION REGARDS CITOYENS / Monsieur COPE Jean-François","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COPE Jean-François","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809155","ASSOCIATION REGARDS CITOYENS / Monsieur CORDERY Philip","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CORDERY Philip","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809155","ASSOCIATION REGARDS CITOYENS / Monsieur CORDERY Philip","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CORDERY Philip","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809156","ASSOCIATION REGARDS CITOYENS / Monsieur CORNUT-GENTILLE François","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CORNUT-GENTILLE François","","2018-05-18","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809156","ASSOCIATION REGARDS CITOYENS / Monsieur CORNUT-GENTILLE François","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CORNUT-GENTILLE François","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809157","ASSOCIATION REGARDS CITOYENS / Monsieur CORONADO Sergio","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CORONADO Sergio","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809157","ASSOCIATION REGARDS CITOYENS / Monsieur CORONADO Sergio","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CORONADO Sergio","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809158","ASSOCIATION REGARDS CITOYENS / Madame CORRE Valérie","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame CORRE Valérie","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809158","ASSOCIATION REGARDS CITOYENS / Madame CORRE Valérie","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame CORRE Valérie","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809158","ASSOCIATION REGARDS CITOYENS / Madame CORRE Valérie","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame CORRE Valérie","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809159","ASSOCIATION REGARDS CITOYENS / Monsieur COSTES Jean-Louis","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COSTES Jean-Louis","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809159","ASSOCIATION REGARDS CITOYENS / Monsieur COSTES Jean-Louis","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COSTES Jean-Louis","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809160","ASSOCIATION REGARDS CITOYENS / Monsieur COTTEL Jean-Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COTTEL Jean-Jacques","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809160","ASSOCIATION REGARDS CITOYENS / Monsieur COTTEL Jean-Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COTTEL Jean-Jacques","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809161","ASSOCIATION REGARDS CITOYENS / Monsieur DE COURSON Charles","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DE COURSON Charles","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809161","ASSOCIATION REGARDS CITOYENS / Monsieur DE COURSON Charles","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DE COURSON Charles","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809162","ASSOCIATION REGARDS CITOYENS / Monsieur COURTIAL Edouard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COURTIAL Edouard","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809162","ASSOCIATION REGARDS CITOYENS / Monsieur COURTIAL Edouard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COURTIAL Edouard","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809164","ASSOCIATION REGARDS CITOYENS / Madame COUTELLE Catherine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame COUTELLE Catherine","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809164","ASSOCIATION REGARDS CITOYENS / Madame COUTELLE Catherine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame COUTELLE Catherine","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809165","ASSOCIATION REGARDS CITOYENS / Monsieur COUVE Jean-Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COUVE Jean-Michel","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809165","ASSOCIATION REGARDS CITOYENS / Monsieur COUVE Jean-Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur COUVE Jean-Michel","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809166","ASSOCIATION REGARDS CITOYENS / Monsieur CRESTA Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CRESTA Jacques","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809166","ASSOCIATION REGARDS CITOYENS / Monsieur CRESTA Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CRESTA Jacques","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809167","ASSOCIATION REGARDS CITOYENS / Madame CROZON Pascale","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame CROZON Pascale","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809167","ASSOCIATION REGARDS CITOYENS / Madame CROZON Pascale","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame CROZON Pascale","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809168","ASSOCIATION REGARDS CITOYENS / Monsieur CUVILLIER Frédéric","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CUVILLIER Frédéric","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809168","ASSOCIATION REGARDS CITOYENS / Monsieur CUVILLIER Frédéric","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur CUVILLIER Frédéric","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809169","ASSOCIATION REGARDS CITOYENS / Madame DAGOMA Seybah","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DAGOMA Seybah","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809169","ASSOCIATION REGARDS CITOYENS / Madame DAGOMA Seybah","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DAGOMA Seybah","","2018-06-06","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809178","ASSOCIATION REGARDS CITOYENS / Madame DALLOZ Marie-Christine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DALLOZ Marie-Christine","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809178","ASSOCIATION REGARDS CITOYENS / Madame DALLOZ Marie-Christine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DALLOZ Marie-Christine","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809180","ASSOCIATION REGARDS CITOYENS / Madame DANIEL Karine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DANIEL Karine","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809180","ASSOCIATION REGARDS CITOYENS / Madame DANIEL Karine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DANIEL Karine","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809186","ASSOCIATION REGARDS CITOYENS / Monsieur DANIEL Yves","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DANIEL Yves","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809186","ASSOCIATION REGARDS CITOYENS / Monsieur DANIEL Yves","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DANIEL Yves","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809187","ASSOCIATION REGARDS CITOYENS / Monsieur DA SILVA Carlos","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DA SILVA Carlos","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809187","ASSOCIATION REGARDS CITOYENS / Monsieur DA SILVA Carlos","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DA SILVA Carlos","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809190","ASSOCIATION REGARDS CITOYENS / Monsieur DASSAULT Olivier","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DASSAULT Olivier","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809190","ASSOCIATION REGARDS CITOYENS / Monsieur DASSAULT Olivier","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DASSAULT Olivier","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809196","ASSOCIATION REGARDS CITOYENS / Monsieur DAUBRESSE Marc-Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DAUBRESSE Marc-Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809196","ASSOCIATION REGARDS CITOYENS / Monsieur DAUBRESSE Marc-Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DAUBRESSE Marc-Philippe","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809197","ASSOCIATION REGARDS CITOYENS / Monsieur DEBRE Bernard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEBRE Bernard","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809197","ASSOCIATION REGARDS CITOYENS / Monsieur DEBRE Bernard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEBRE Bernard","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809198","ASSOCIATION REGARDS CITOYENS / Monsieur DECOOL Jean-Pierre","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DECOOL Jean-Pierre","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809198","ASSOCIATION REGARDS CITOYENS / Monsieur DECOOL Jean-Pierre","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DECOOL Jean-Pierre","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809199","ASSOCIATION REGARDS CITOYENS / Monsieur DEFLESSELLES Bernard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEFLESSELLES Bernard","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809199","ASSOCIATION REGARDS CITOYENS / Monsieur DEFLESSELLES Bernard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEFLESSELLES Bernard","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809200","ASSOCIATION REGARDS CITOYENS / Monsieur DEGALLAIX Laurent","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEGALLAIX Laurent","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809200","ASSOCIATION REGARDS CITOYENS / Monsieur DEGALLAIX Laurent","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEGALLAIX Laurent","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809201","ASSOCIATION REGARDS CITOYENS / Monsieur DEGAUCHY Lucien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEGAUCHY Lucien","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809201","ASSOCIATION REGARDS CITOYENS / Monsieur DEGAUCHY Lucien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEGAUCHY Lucien","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809202","ASSOCIATION REGARDS CITOYENS / Monsieur DEGUILHEM Pascal","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEGUILHEM Pascal","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809202","ASSOCIATION REGARDS CITOYENS / Monsieur DEGUILHEM Pascal","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEGUILHEM Pascal","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809204","ASSOCIATION REGARDS CITOYENS / Monsieur DELATTE Rémi","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DELATTE Rémi","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809204","ASSOCIATION REGARDS CITOYENS / Monsieur DELATTE Rémi","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DELATTE Rémi","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809209","ASSOCIATION REGARDS CITOYENS / Madame DELAUNAY Florence","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DELAUNAY Florence","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809209","ASSOCIATION REGARDS CITOYENS / Madame DELAUNAY Florence","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DELAUNAY Florence","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809210","ASSOCIATION REGARDS CITOYENS / Madame DELAUNAY Michèle","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DELAUNAY Michèle","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809210","ASSOCIATION REGARDS CITOYENS / Madame DELAUNAY Michèle","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DELAUNAY Michèle","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809211","ASSOCIATION REGARDS CITOYENS / Monsieur DELACOURT Guy","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DELACOURT Guy","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809211","ASSOCIATION REGARDS CITOYENS / Monsieur DELACOURT Guy","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DELACOURT Guy","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809212","ASSOCIATION REGARDS CITOYENS / Madame DELGA Carole","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DELGA Carole","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809212","ASSOCIATION REGARDS CITOYENS / Madame DELGA Carole","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DELGA Carole","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809212","ASSOCIATION REGARDS CITOYENS / Madame DELGA Carole","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DELGA Carole","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809214","ASSOCIATION REGARDS CITOYENS / Monsieur DELLERIE Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DELLERIE Jacques","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809214","ASSOCIATION REGARDS CITOYENS / Monsieur DELLERIE Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DELLERIE Jacques","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809216","ASSOCIATION REGARDS CITOYENS / Monsieur DEMARTHE Pascal","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEMARTHE Pascal","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809216","ASSOCIATION REGARDS CITOYENS / Monsieur DEMARTHE Pascal","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEMARTHE Pascal","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809217","ASSOCIATION REGARDS CITOYENS / Monsieur DEMILLY Stéphane","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEMILLY Stéphane","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809217","ASSOCIATION REGARDS CITOYENS / Monsieur DEMILLY Stéphane","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DEMILLY Stéphane","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809224","ASSOCIATION REGARDS CITOYENS / Monsieur DENAJA Sébastien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DENAJA Sébastien","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809224","ASSOCIATION REGARDS CITOYENS / Monsieur DENAJA Sébastien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DENAJA Sébastien","","2018-06-07","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809226","ASSOCIATION REGARDS CITOYENS / Madame DESCAMPS-CROSNIER Françoise","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame DESCAMPS-CROSNIER Françoise","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
